nombre,sexo,edad,tamaño,especie,descripcion,protectora,ubicación,peso,nivel_actividad,mi_historia,url,origen,cluster
Nina,Female,Adult,Unknown,Dog,Descripción no disponible,Sos Salvando Vidas EspañaProtectora,"Cantabria, España",0 kg,Undetermined,"Nina fue sacada de perrrera ,es una perra increíble y muy cariñosa con humanos y niños ,pero por desgracia tiene que ser hija única ,porque salió de la perrera muy traumatizada con otros perros y es reactiva ,por lo menos de momento.
Eso no quita que necesita un hogar donde la quieran y le puedan hacer sentir que forma parte de ese hogar .",https://petshelter.miwuki.com/c/QRdzaEAbpJ,miwuki,5
Rocko,Male,Young,Large,Dog,"Good with children, Good with other dogs, Good with people, Affectionate, Independent, Obedient",Mariel Vila AnimalistaProtectora,"Ciudad de México, México",0 kg,Medium,Historia no disponible,https://petshelter.miwuki.com/c/ru6MYwtkJe,miwuki,2
Mali,Male,Young,Unknown,Dog,"Good with other dogs, Good with people",Huellitas GevoraProtectora,"Badajoz, España",21 kg,Medium,"Mali fue un perro que usaban para peleas y pudimos retirarselo a sus dueños , pero a consecuencia de eso....es un gato agresivo con personas.
Hay que saber llevarlo pero despues es un amor,
Con otros perros se lleva bien.
Sólo se dará en adopcion a personas con conocimientos de adiestramiento o personas que se comprometan a contratar a un adiestrador , para evitar problemas.",https://petshelter.miwuki.com/c/I5K8sMH5Je,miwuki,2
Patricio,Male,Adult,Medium,Dog,"Good with other dogs, Good with people",Proyecto Pro Animal de Victoria ACProtectora,"Tamaulipas, México",0 kg,Undetermined,"LLEGO AL ALBERGUE COM MUCHA SARNA, DE ESAS QUE TIENE CROSTAS GRUESAS POR TODO EL CUERPO, NO SE VEIA DE QUE COLOR ERA SU PELO. ESQUEMA DE VACUNAS COMPLETO.",https://petshelter.miwuki.com/c/DNqLy3NiNf,miwuki,2
Cielo,Male,Adult,Unknown,Dog,"Good at home, Good in the car, Good with other animals, Affectionate, Likes company, Escapista, Playful, Likes to walk",Dejan HuellaProtectora,"Córdoba, España",0 kg,Undetermined,"*CIELO* 

Este precioso galguito, junto con su compañera Estrella, llevaban meses vagando por la carretera, recorrían todos los contenedores en busca de comida 😔😔😔

Sexo: Macho
Raza: Galgo Español 
Fecha de nacimiento: 25/01/2021
Peso: 28 kg
Carácter: es muy simpático, cariñoso, sociable, bueno, obediente y tranquilo. Le encanta estar acompañado. 

Si quieres adoptarlo, acogerlo o apadrinarlo, escríbenos al correo de dejanhuella@gmail.com 

Se encuentra en Castro del Río (Córdoba), pero se envía a cualquier provincia de España siempre y cuando el transporte llegue a tu ciudad",https://petshelter.miwuki.com/c/2AQ0WX9SWI,miwuki,0
Luxe,Male,Young,Medium,Dog,Descripción no disponible,DogHorseCityProtectora,"Toledo, España",0 kg,Undetermined,"❤️🐾LUXE, pitbull nacido aprox en septiembre 2018. 

Toda una vida esperando a que alguien le fuese a alimentar. Junto a sus tres mejores amigos, otros tres desgraciados perros.
Así les encontramos, famélicos en una casa abandonada. Quizá iban una o dos veces a la semana a visitarles, pero cuando llegamos, parecía que ya no les importaban más.
Estaban físicamente destrozados, delgados y con muchas marcas. Seguramente se habían peleado por los restos que quedaban de comida. Y tampoco tenían síntomas de estar bien hidratados.

Por suerte Luxe ya está preparado para encontrar un hogar definitivo. No puede ser más salao y guapo. Le encanta retozar al sol en la arena, y juguetear con nosotros para llamar nuestra atención al máximo.

Siempre viene moviendo la colita esperando su turno para pasear. Y es muy tierno y cariñoso con las personas.
Con los perros es intenso aún. De vez en cuando crea trifulcas, y necesita aprender a comunicarse con los machos más vacilones y activos. 

Por lo demás es un perrazo con ganas infinitas de seguir adelante.
Si ya te has enamorado de su carita, espérate a verle en persona… ¡Volverás a casa con otro miembro en la familia! 😍

📸Fotos: @amigosmuyqueridos

❤️🐾Para ADOPCIÓN rellena el formulario:
https://goo.gl/forms/CzmkbzfE6HrFQXsR2
Información por whatsapp 623 119 680

🧔🏻🐶 Para APADRINAR rellena el formulario:
https://goo.gl/forms/wIwXNmLOe3iogggT2
Información por whatsapp 623 119 680

———————————***———————————

🇬🇧For more information please contact:
🇩🇪Für weitere Information schreiben Sie bitte an:
🇫🇷Pour plus d'informations s'il vous plaît contacter:

📧 Contact:
dogcityspain@outlook.es
Or fill out the adoption questionnaire:
https://goo.gl/forms/7oyL2GsWntcbcnym1p",https://petshelter.miwuki.com/c/gQClYza8ut,miwuki,5
George,Male,Adult,Medium,Dog,"Good at home, Good in the car, Good with children, Good with other dogs, Good with people, Affectionate, Likes company, Sleepy, Escapista, Likes to walk",Juan Francisco C.Particular,"Madrid, España",17 kg,Undetermined,"George es un perro muy cariñoso con los humanos. Se lleva bien con otros perros. Es obediente y tranquilo, aunque le encanta los paseos y olisquear todo. Con los niños fenomenal. Aunque no los aparenta, tiene 8 años.
Desde hace 3 tiene lesmaniosis diagnosticada, pero controlada y sin síntomas. Toma una pastilla al día.",https://petshelter.miwuki.com/c/8LPbGkAdTv,miwuki,0
Danna,Female,Young,Large,Dog,"Affectionate, Playful",No Me AbandonesProtectora,"Cádiz, España",0 kg,Medium,"Fue dejada en la perrera y allí se llevaba todo el día sentada en la esquina de su jaula, mirando a todo el que se acercaba con una cara de pena que no se puede explicar con palabras. Cuando vino al refugio fue un cambio radical.
.
Ahora está repleta de energía y felicidad, con ganas de correr, saltar, jugar, bañarse... Quiere recuperar tantas horas encerrada.
.
Si eres una persona activa y deportista, es tu compañera ideal. Te acompañará a cualquier tipo de aventura.
.
Para adoptar manda WhatsApp al 656421342",https://petshelter.miwuki.com/c/8L0KBudSI7,miwuki,2
Tete,Male,Adult,Medium,Dog,Descripción no disponible,Protectora de Animales y Plantas de AlcoyProtectora,"Alicante, España",0 kg,Undetermined,"Tete es un perro senior adorable. Entró muy triste en la protectora, su propietario era muy mayor y tuvieron que ingresarlo, nadie se pudo hacer cargo de él. La tristeza le duró poco puesto que, casi de inmediato, conoció a la que ahora es su compañera y con ella ha rejuvenecido.

Tete es un compañero ideal, tranquilo, nada problemático, le encanta estar en su manta y cuando sale a pasear rejuvenece.",https://petshelter.miwuki.com/c/lP7pE8DGyQ,miwuki,5
Luna,Female,Adult,Medium,Dog,Descripción no disponible,La Huella De WonderProtectora,"Madrid, España",0 kg,High,"¡LUNA en adopción responsable!   
Nombre: Luna   
Edad: 2018   
Sexo: Hembra  
Lugar: Guadarrama, Madrid.   
Os presentamos a Luna, esta preciosa perrita a la que dejaron en el centro de Guadarrama hace varios años. Sus dueños se iban del país y no podían llevársela, por lo que la trajeron al centro.   Luna es una perrita enérgica y juguetona. Tiene demasiada energía acumulada que se regularia con una buena rutina de paseos y trabajo.   
Es súper sociable con las personas, le encanta el trato con la gente, es muy buena y cariñosa.  
Es muy sociable con otros perros siempre que se hagan las correctas presentaciones.   
Necesita licencia PPP. 

¡Ayúdanos compartiendo! 
Si estás interesado en su adopción rellena el 
Cuestionario de adopción🐕
https://www.lahuelladewonder.es/cuestionario-pre-adopcion-perros-protectora-madrid 
✅️Cuenta bancaria. Titular: 
La Huella de Wonder
ES2021003643621300247178 
✅️Bizum: 
625 60 95 63 
✅️Paypal: 
info@lahuelladewonder.es 
✅️Correo:
adopcionesyacogidas@lahuelladewonder.es 
✅️Web:
www.lahuelladewonder.es 
✅️Teaming:
www.teaming.net/lahuelladewonder",https://petshelter.miwuki.com/c/bmcIjFz5zb,miwuki,5
Pétalo,Female,Young,Unknown,Dog,"Good with other animals, Affectionate, Playful",Centro Zoosanitario Municipal De AlmeríaProtectora,"Almería, España",16 kg,Medium,Historia no disponible,https://petshelter.miwuki.com/c/d8j0aiUWxs,miwuki,2
Titi,Male,Unknown,Large,Dog,"Good at home, Good in the car, Good with other dogs, Good with people, Affectionate, Likes company, Sleepy, Independent, Playful, Obedient, Likes to walk, Protective, Shy",Jack B.Particular,"Barcelona, España",29 kg,Medium,"Pastor Belga Malinois.

Tengo que dar a Titi por cambios en mi vida personal. 

Es un perro súper atento y muy cariñoso con sus cercanos. Como buen perro guardián, desconfía de desconocidos y se pone en guardia, pero con una introducción a la nueva persona es suficiente.

Le encanta jugar a la pelota a buscar y traer, no se escapa suelto y obedece a la llamada, por eso es perfecto para irse con él al campo de paseo etc. Con los demás perros es súper curioso y se acerca moviendo la cola, sin problema alguno independientemente del tamaño y sexo. 
Pasea sin problemas ni tirones ni mala conducta.

¡Contactar por WhatsApp interesados en conocerle!",https://petshelter.miwuki.com/c/8AWBHu4305,miwuki,0
Pericles,Male,Adult,Large,Dog,"Good with children, Good with other animals, Good with other dogs, Good with people, Escapista",Adopciones Luna y TamaraProtectora,"Ciudad de México, México",0 kg,Medium,sociable con todos los perros pero no con gatos,https://petshelter.miwuki.com/c/YMh4LDeCZw,miwuki,2
Zeus,Male,Adult,Giant,Dog,"Good at home, Good with cats, Good with children, Good with other dogs, Affectionate, Likes company, Playful, Obedient, Likes to walk",Asociación Por PatasProtectora,"Granada, España",kg,Undetermined,"Zeus es un mastín que fue encontrado por una pareja de particulares en la calle. Estaba desnutrido, triste y con problemas en la piel que afortunadamente ya están mejorando con tratamiento.

Zeus es muy cariñoso, se lleva bien con los demás perritos y también congenia bien con gatos y es paciente con los niños 💗 A Zeus le gusta correr y jugar, y paseando con correa es tranquilo y no se va de tu lado. Zeus por fin es un perro feliz, ha dejado atrás el abandono y la soledad, y se merece seguir así con una familia definitiva que le dé todo el cariño que él está dispuesto también a dar 💞

Zeus se encuentra en Granada pero puede viajar donde sea necesario para reunirse con su familia ideal 🚃",https://petshelter.miwuki.com/c/osjVDJLvP3,miwuki,0
Popeye,Male,Adult,Large,Dog,"Good at home, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Sleepy, Obedient, Likes to walk, Protective",Lina H.Particular,"Estado de México, México",45 kg,Medium,macho cariñoso amigable bien portado,https://petshelter.miwuki.com/c/vy5yXC35ab,miwuki,0
Tom,Male,Unknown,Medium,Dog,Descripción no disponible,DogHorseCityProtectora,"Toledo, España",0 kg,Undetermined,"🐾❤️TOM
Braco nacido en noviembre 2016. 
Cuando un perro es llevado al límite por errores de educación. Tom creció en una familia. No sabemos que pasó pero esta familia acabó poniendo bozal a Tom día y noche. Tal fue así que cuando llegó tenía marcas grabadas en su morro de llevar el bozal. Habían hecho que cualquier trato estuviera negativizado. Y eso dejó huella. Es un círculo vicioso que es necesario romper para volver a comenzar a construir las relaciones de nuevo. Y eso hicimos. 

El Tom que conocemos hoy día es un perro juguetón, seguro de si mismo, un perro que sabe lo que quiere y lo que no y eso lo sabe transmitir. Eso le llevó a llegar a agredir en situaciones en las que se vio amenazado. 

Todo lo que necesita Tom es un guía seguro de si mismo pero positivo, que sepa marcarle límites claros y sería un perro muy fácil de llevar. En los meses que está en el refugio se ha trabajado mucho con el para lograr una obediencia: se sienta, se tumba a la orden. Y aunque le cueste un poco pasear con correa debido al stress que tiene por las situaciones vividas, estamos seguros de que en cuanto esté en un entorno mas favorable lo hará genial.  El ha descubierto un mundo nuevo. Nuevas formas de interactuar con humanos y con perros. Ha descubierto que no se le trata mal y que el no tiene que sentirse agredido. Y eso es todo un mundo nuevo para el en el que ha aprendido a desenvolverse perfectamente. 
Ahora disfruta de las caricias. Se tumba para que le acaricies. Se acerca a ti para que poses su mano sobre el. Tiene ganas de aprender a jugar. Y poco a poco perderá todo ese saco de nervios que lleva encima para ser un perro equilibrado. Pero para ello necesita una familia que le demuestre con buenas formas como es una convivencia! 

❤️ Para ADOPCIÓN rellena el formulario:
https://goo.gl/forms/CzmkbzfE6HrFQXsR2
O escribe a:
dogcityresidencia@gmail.com o al 618 408 769

🏠 Para ACOGIDA rellena el formulario:
https://goo.gl/forms/eAmOvkdw2JPo3JAt2
O escribe a:
dogcityresidencia@gmail.com o al 618 408 769

🧔🏻🐶 Para APADRINAR rellena el formulario:
https://goo.gl/forms/wIwXNmLOe3iogggT2
O escribe a:
doghorsecityayudas@gmail.com o en 675 096 745

———————————*———————————

🇬🇧For more information please contact:
🇩🇪Für weitere Information schreiben Sie bitte an:
🇫🇷Pour plus d'informations s'il vous plaît contacter:

📧 Contact:
dogcityspain@outlook.es",https://petshelter.miwuki.com/c/fJoKVgmRJz,miwuki,5
Aura,Female,Young,Medium,Dog,"Good at home, Good in the car, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Independent, Playful, Obedient, Likes to walk",Asociacion El EdenProtectora,"Sevilla, España",kg,Medium,"‼️EN ADOPCIÓN ‼️
Seguramente muchos no os acordáis de ella pero hace ya bastante tiempo que la recogimos y hoy por fin podemos presentarla de nuevo está vez para que encuentre su familia ideal 🏡🫶🏻
Fuimos a por Aura hace unos cuantos meses a un polígono de aquí de Sevilla donde la noche anterior la habían visto ponerse de parto detrás de una casetilla en unos arbustos. Sus 3 hijos ya adoptados crecieron sanos y fuertes y actualmente ya disfrutan de una familia así que ahora es su turno!
Es una perra como podéis ver preciosa, cruce de Bretón (aunque pensamos que podría tener algo de border collie) y tiene 2 añitos aproximadamente (tiene tamaño de Bretón).
Podemos decir que Aura es un bombón de perra! 
Tiene un carácter de cachorro total, es muy simpática, cariñosisima, le encanta jugar, conocer cosas nuevas y ADORA a las personas. Con perros también interactúa sin problema pero es de las que prefieren más el contacto humano🥰 los gatos también le dan exactamente igual😂
Aura se porta de maravilla en el coche, pasea súper bien con la correa y responde a la llamada sin ningún problema. Actualmente vive en un piso de estudiantes con María y Ángela, quienes le están haciendo la acogida y han hecho un gran trabajo con ella por lo que también sabe quedarse solita en casa sin problema 🥳🥳🥳🫶🏻
Buscamos para ella una familia responsable, cariñosa y que lleve a Aura a conocer todo!! Que le juegue mucho con ella y le dé la actividad que necesita🙏🏻🙏🏻
Se encuentra en Sevilla pero pueden viajar donde sea necesario 🌎🚍
👉🏻 Para su adopción rellena el siguiente cuestionario (previamente enseña la publicación a TODOS los miembros de tu familia, pensarlo bien, consultar lo que necesitéis antes y entonces, rellenarlo: 
https://form.jotform.com/espegarpe/cuestionario-adopcion
🔴 Podéis también ayudarnos de las siguientes formas: 
✅ Bizum: 622629375 
✅Número de cuenta la Caixa: ES39 2100 8703 1601 0007 9318
✅Hazte teamer y podrás ayudarnos por solo 1euro al mes: https://www.teaming.net/asociacioneleden
✅ Contacto: 622629375 / 633182566",https://petshelter.miwuki.com/c/dol6WDoH0W,miwuki,0
Perlita,Female,Young,Unknown,Dog,"Good at home, Good in the car, Good with other animals, Affectionate, Likes company, Playful, Likes to walk",Dejan HuellaProtectora,"Córdoba, España",0 kg,Undetermined,"Perlita apareció vagando por el pueblo, sola y hambrienta. Ya está lista para encontrar a su familia y vivir muchas aventuras juntos.

Sexo: hembra
Raza: mestiza
Fecha de Nacimiento: 15.09.2023
Peso: 12 kg
Carácter: cariñosa, buena, simpática y sociable.

Si quieres adoptar, apadrinar o acoger a este bombón ponte en contacto con la protectora dejanhuella@gmail.com o contacta con nosotros en los teléfonos 608 53 69 79/ 633 26 17 87.

Se encuentra en Castro del Río (Córdoba), pero se envía a cualquier provincia siempre que el transporte llegue a tu ciudad.",https://petshelter.miwuki.com/c/N4Sh4ih4op,miwuki,0
Zara,Female,Puppy,Medium,Dog,"Good with people, Affectionate",Albergue Canino Municipal PonferradaProtectora,"León, España",18 kg,Undetermined,Historia no disponible,https://petshelter.miwuki.com/c/sO8Mg7xb7Q,miwuki,2
Emma,Female,Adult,Large,Dog,"Good with children, Good with other animals, Affectionate, Obedient",Fundación LaikaProtectora,"Sinaloa, México",0 kg,Undetermined,Historia no disponible,https://petshelter.miwuki.com/c/VxQGHnUOTD,miwuki,2
Poli,Male,Adult,Unknown,Dog,Descripción no disponible,Asociación Huellas AccitanasProtectora,"Granada, España",0 kg,Undetermined,"🍭POLI🍭 EN ADOPCIÓN!

➡️Un personajillo, un caramelo de perrete, un chico listo e independiente al que le encaaaanta dar abrazos.

➡️ Necesita salir del refugio, demasiado cariñoso para estar bien allí, demasiado elegante para estar siempre lleno de tierra, demasiado bueno para perder la vida en un chenil.

Joven, sano y listo para adopción!!

📍 Granada, pero puede viajar.

☎️ WhatsApp al 674786181",https://petshelter.miwuki.com/c/7PWAksWGDO,miwuki,5
Paddy,Male,Adult,Unknown,Dog,"Good at home, Good in the car, Good with cats, Good with children, Good with people, Affectionate, Likes company, Playful, Obedient, Likes to walk, Protective",Llanos P.Particular,"Albacete, España",12 kg,Medium,"Perro cariñoso, antes de tener a mi bebé lo quería mucho, ahora le he cogido manía, y ahora viene otro bebé en camino…
Ladra con el timbre, ladra a otros perros, hace muy bien sus necesidades en la calle, acude a la llamada y se sienta si se lo pides. 
En general es un perro bueno, yo lo doy en adopción porque soy “marinervios” y ahora estoy embarazada otra vez, y no puedo atender a dos bebés y dos perros (tengo dos Pomeranias, una hembra y un macho).",https://petshelter.miwuki.com/c/fu7NkcVN9H,miwuki,0
Thor,Male,Adult,Unknown,Dog,"Good with other dogs, Good with people",Ricardo P.Particular,"Madrid, España",2 kg,Medium,"Yorkshire de raza acreditada, Sin problemas, perro muy bueno con todo su calendario vacunacional",https://petshelter.miwuki.com/c/t6dy8dj1gB,miwuki,2
Dana,Female,Young,Medium,Dog,"Good at home, Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Sleepy, Likes to walk, Shy",AnimanekoProtectora,"Badajoz, España",20 kg,Low,"Dana es una galga joven de 3 años, recogida por la asociación al enterarnos que su propietario iba a sacrificarla por no querer operarla de la rotura del fémur que presentaba tras haber estado dos días perdida. 
Ahora está totalmente recuperada y espera encontrar una familia que la vaya a querer para siempre y en cualquier circunstancia.",https://petshelter.miwuki.com/c/QJFyeOOT7s,miwuki,0
Rousi,Female,Young,Large,Dog,"Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Obedient",Albergue Municipal PiyayaProtectora,"Sevilla, España",25 kg,Low,"NOMBRE: Rousi EDAD: 2 años SEXO: Hembra DESCRIPCIÓN: Vagaba por la calle Victoria, perdida y oliendo fatal: a estiércol. La conseguimos rescatar y tras muchos lavados le conseguimos quitar ese olor. Es una perra muy simpática, siempre quiere estar en compañía y que le acaricien. No hay más que ver estas fotos y comprobarlo. Se entrega con contrato de adopción: microchip y castración",https://petshelter.miwuki.com/c/MQHQy1se0B,miwuki,2
Thayra,Female,Young,Medium,Dog,"Good at home, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Sleepy, Playful, Likes to walk",Rocii G.Particular,"Pontevedra, España",13 kg,Medium,"Le gustan mucho los mimos, dormir acurrucada sobre alguien

También le gusta jugar, pasear y correr

No le gusta meterse en el agua",https://petshelter.miwuki.com/c/Oc4wSSsJl5,miwuki,0
Hulk,Male,Puppy,Medium,Dog,"Good at home, Good with cats, Good with other animals, Good with other dogs, Good with people, Likes company, Playful, Likes to walk, Shy",Alcuadrado AdopcionesProtectora,"Madrid, España",7 kg,Medium,"La historia de HULK es de las más difíciles de contar.

Nació en una rehala, uno de esos sitios donde no tienes ningún valor, tu vida no importa, solo eres una herramienta.

Allí además de hambre, miedo y ver morir a sus hermanos, conoció la peor parte del ser humano, aquel que no tiene humanidad...

Todo eso a su corta edad le generó un trauma tan grande, del que aun, dos meses después de haber sido rescatado se sigue recuperando.

Es esquivo al contacto, todavía no sabe que las caricias no duelen, que las manos no solo pegan y que el humano, puede dar amor y no miedo. Lo trabajamos día a día, con paciencia y muchos mimos, y el cada vez lo entiende mas, ya se acurruca cerca y quiere jugar.

Pero necesita lo mas importante, UNA FAMILIA COMPROMETIDA, un verdadero hogar donde con paciencia y amor termine de romper todos sus bloqueos y por fin pueda ser el cachorro feliz que siempre tuvo que ser.

Hulk es extremadamente simpático, juguetón, sociable con perros y gatos, y estamos seguros que en unos meses será el perro mas cariñoso del mundo.

Si quieres ADOPTAR, para realmente cambiarle la vida a un animal, HULK te está esperando.
Tiene casi 6 meses, es un macho, de raza podenco y de tamaño pequeño/mediano de adulto (actualmente pesa 6kg.

MADRID Y NO SE ENVÍA, la familia interesada tiene que venir recogerle

Si quieres ADOPTAR a HULK, escríbenos un email, contándonos un poquito sobre la familia, miembros que la componen y edades, si hay animales en el hogar o se han tenido anteriormente, en qué provincia se encuentra la familia, estilo de vida…

 alcuadradoadopciones@gmail.com 

**NO SE DARÁN RESPUESTA A EMAILS, que no contengan información COMPLETA sobre la familia interesada**",https://petshelter.miwuki.com/c/9Us2ZvHUED,miwuki,0
Tyson,Male,Unknown,Medium,Dog,Descripción no disponible,DogHorseCityProtectora,"Toledo, España",0 kg,Undetermined,"🐾❤️  TYSON
Cruce de Pitbull nacido aprox en marzo de 2015.
(15 a 25 kg aprox)
Si a Tyson le hubiéramos tenido que poner el nombre nosotros, definitivamente se hubiese llamado Butch o Héctor. Esos musculosos Bulldog de Disney que parecen más músculo que cabeza pero que albergan una personalidad preciosa.

Tyson con las personas se muestra cariñoso, fiel, leal, comprensivo, compañero. Su apariencia tosca puede confundir y hacer que parezca un duro, pero en realidad es un flanecito que está para comérselo a besos. Le encanta pasear, olfatearlo todo y luego robarte 3/4 partes de tu cama. 

Con otros peludos, Tyson a veces va un poco subidito, pero no ha tenido ningún gesto extraño ni malo. Sus andares parecen mafiosos y quiere aparentar ser Vito Corleone pero enseguida se nota que solo es un bobalicón que quiere encontrar su sitio y dejarse querer por perros y por personas.

En definitiva, Tyson es ese perro de nombre y apariencia bruta, pero cuya fachada se desmonta en dos lametones y cinco minutos con él. Solo necesita amor y más amor, atención, juegos, cuidado y dedicación, Tyson se merece encontrar una familia a su altura (o anchura). ¿Eres tú? ¡Rellena el formulario!
❤️🐾Para ADOPCIÓN rellena el formulario:
https://goo.gl/forms/CzmkbzfE6HrFQXsR2
Información por whatsapp 623 119 680

🧔🏻🐶 Para APADRINAR rellena el formulario:
https://goo.gl/forms/wIwXNmLOe3iogggT2
O escribe a:
doghorsecityayudas@gmail.com o en 623 119 680
-----------------------------------------------------------------------------
📧 Contact:
dogcityspain@outlook.es
Or fill out the adoption questionnaire:
https://goo.gl/forms/7oyL2GsWntcbcnym1",https://petshelter.miwuki.com/c/7g06EnFR1S,miwuki,5
Kyo,Male,Adult,Unknown,Dog,"Good at home, Good in the car, Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Good temperament, Affectionate, Likes company, Playful, Obedient, Likes to walk, Protective",Ronny H.Particular,"Barcelona, España",6 kg,Medium,"un perro muy bueno encontrado en la calle y adoptado de una protectora, se adapta muy bien a niños y gatos , es muy cariñoso,  le canta dormir bajo las mantas y acurrucarse a su dueño , sabe pasear sin correa si te tiene confianza ,además de ser sociable con otros animales.",https://petshelter.miwuki.com/c/EjbwrCqtI2,miwuki,0
Tino,Male,Puppy,Medium,Dog,"Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Protective",Mariel Vila AnimalistaProtectora,"Ciudad de México, México",0 kg,Medium,Historia no disponible,https://petshelter.miwuki.com/c/iVSueJP911,miwuki,2
Marqués,Male,Senior,Unknown,Dog,"Good at home, Good in the car, Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Good temperament, Affectionate, Likes company, Playful, Obedient, Likes to walk",Cristina F.Particular,"Madrid, España",3.5 kg,Medium,"Hola, soy Marqués un pincher miniatura de 13 años pero súper joven de vitalidad. Soy muy tranquilo y cariñoso. Me encanta que me hagan carantoñas. No ladro ni muerdo, me encanta la gente. Estoy súper sanote, no tengo problemas de salud alguno. Me falta algún dientecito por la edad. Estoy castrado y todas las vacunas al día. Sólo como pienso.",https://petshelter.miwuki.com/c/PJmqMUSbi5,miwuki,0
Rambo,Male,Young,Medium,Dog,Descripción no disponible,Animalistas NavalcarneroProtectora,"Madrid, España",kg,Undetermined,Historia no disponible,https://petshelter.miwuki.com/c/4r5NelNuI6,miwuki,5
Togo,Male,Young,Medium,Dog,"Good at home, Good in the car, Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Good temperament, Affectionate, Likes company, Escapista, Playful, Obedient, Likes to walk",Rubén C.Particular,"Castellón, España",18 kg,Medium,"Togo es un animal maravilloso, se porta muy bien en casa y con los niños. Nunca ha mordido una zapatilla ni rascado una puerta...es bastante obediente y lo único que no hemos logrado es llevarlo suelto por la calle, le encanta salir corriendo y se despista con facilidad, por lo que nos da miedo que pueda perderse o que lo atropellen.
Tiene una salud divina y está estéril y con vacunas al día",https://petshelter.miwuki.com/c/uwHTps7Bxv,miwuki,0
Simba,Male,Young,Unknown,Dog,"Good at home, Good in the car, Good with children, Good with other dogs, Good with people, Good temperament, Affectionate, Likes company, Playful, Obedient, Likes to walk, Protective",David M.Particular,"Santa Cruz de Tenerife, España",32 kg,High,"Simba es un perro muy cariñoso y familiar.
Esta sin castrar, sus vacunas al día, chip y uno de los testículo nunca terminó de bajar.",https://petshelter.miwuki.com/c/olKNnZ4vS7,miwuki,0
Uve,Female,Young,Large,Dog,"Good with children, Good with people, Affectionate, Playful, Likes to walk, Protective",Oriana G.Particular,"Granada, España",34 kg,High,"Uve es una perrita muy buena y juguetona solo necesita mucho espacio para correr y drenar toda la energía que tiene, es buena vigilante y defensora de su casa",https://petshelter.miwuki.com/c/AOWINHIiB8,miwuki,0
Palta,Female,Puppy,Unknown,Dog,"Good at home, Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Playful, Obedient, Likes to walk",Laura C.Particular,"Buenos Aires, Argentina",kg,Medium,Rescatado de un refugio,https://petshelter.miwuki.com/c/YPJPLr7CjZ,miwuki,0
Spike,Male,Adult,Medium,Dog,"Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Independent, Likes to walk, Shy",ADASProtectora,"Lleida, España",0 kg,High,"Este perrito corredor vino con su hermano Tristan con muchos miedos y aún es un poco desconfiado, pero va muy bien en los paseos y le encanta las golosinas. Bastante obediente Y ahora es mucho más cariñoso y juguetón. Además tiene una mirada que te cautiva. Aunque se debe trabajar con él para que coja confianza. Por ello, sería recomendable que se dedicará una familia que pueda dedicarle toda su atención. Se entrega chipado, vacunado, desparasitado y esterilizado.",https://petshelter.miwuki.com/c/oEHlsZQfI0,miwuki,0
Bella,Female,Young,Unknown,Dog,"Good at home, Good in the car, Good with children, Good with other animals, Good with other dogs, Good with people, Good temperament, Affectionate, Likes company, Playful",The Animal's HomeProtectora,"Jaén, España",kg,Undetermined,"Bella apareció a finales del año pasado abandonada en Córdoba. Tras varios días, fue recogida y trasladada a Sadeco donde ha vivido estos últimos meses hasta que ha venido con nosotras en busca de una nueva familia. 

Bella es una perrita de la que todo el mundo habla super bien, es mega cariñosa con la gente, sociable con perros también y apta con niños",https://petshelter.miwuki.com/c/6PGYrTYpXF,miwuki,0
Arwen,Female,Young,Medium,Dog,"Affectionate, Likes company, Playful, Likes to walk",AnaaProtectora,"Madrid, España",0 kg,High,"Llevo poco tiempo en ANAA y todavía me están conociendo. Me han dicho que la media de estancia aquí es de unos 3 meses hasta que encontramos a nuestra familia de adopción...anda, no me hagas pasar el invierno en un albergue...si ya sabes que quieres que un animal forme parte de tu familia, venir todos un sábado de 12 a 18:00 a nuestro Centro de acogida y preguntar por mi.",https://petshelter.miwuki.com/c/TUxxlAdxB8,miwuki,0
Tigresa,Female,Adult,Large,Dog,"Good at home, Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Playful, Protective",Yenifer T.Particular,"Cauca, Colombia",25 kg,Undetermined,"Es una perrita muy cariñosa y juguetona, fué abandonada en las calles, se rescató y se esterilizó, ya se ha recuperado de su desnutrición y está lista para encontrar un lindo hogar donde la amen, se lleva muy bien con otros perros, gatos y con niños, lista a viajar a cualquier parte del mundo a llenar de alegría y amor a su futura familia",https://petshelter.miwuki.com/c/kHfG0DlXNv,miwuki,0
